"","DATE","OPINION","PROS","CONS","company"
"2308","Customer Services Assistant (Part-time) (Current Employee) - Beverley, East Riding of Yorkshire - 4 June 2020","I say a mixed bag of emotions because, while it was a decent job and extremely well paid I have to nit pick as I was wrongly fired. I didn't provide information about ""Any Disabilities"" They did not need to know said information by law nonetheless, and yet when they managed to get the information out of me via a phone meeting the person on the peoples team was basically politely firing me. TL:DR Fired for discrimination. ","Pay","Poor Management","MORRISONS"
"2309","Cashier/Admin Manager (Current Employee) - Edinburgh - 12 March 2020",NA,"Clocking out for sometime","Regional management, undervalued, overworked","MORRISONS"
"2310","Night Team Manager (Former Employee) - Walderslade, Kent - 28 June 2020","Nice one, what a joke. Considering taking legal action.","Work Colleagues, 10% staff discount and staff canteen","Management, Rude customers, Being moved from one department to another, staff shortages and low hours and wages","MORRISONS"
"2311","Floor Staff (Former Employee) - Peterhead, Aberdeenshire - 28 June 2020",NA,"None","Don’t expect to have a life outside of work","MORRISONS"
"2312","Nights Assistant (Former Employee) - Stanground, Cambridgeshire - 28 June 2020","Would not reccoment to anyone with existing knee/feet injuries or any mental health problems. ","None","Terrible to work for","MORRISONS"
"2313","Customer Service Assistant (Former Employee) - Carlisle, Cumbria - 27 June 2020","Management is like the blind leading the blind,they make it up as they go along.","10% discount, good holiday.","long days once manager level. No proper structure. Constant changes.","MORRISONS"
"2314","Buyer (Former Employee) - Bradford, West Yorkshire - 26 June 2020",NA,"Decent salary","Expect to have the life sucked out of you.","MORRISONS"
"2315","General Labourer (Former Employee) - Grimsby, Lincolnshire - 20 June 2020","This is a very busy supermarket located in a residential area. The working day is fast paced and tasks are mostly target driven to achieve optimum results for the store.","10% Dis","Long hrs","MORRISONS"
"2316","Customer Service Assistant (Current Employee) - United Kingdom - 19 June 2020",NA,"None","Everything","MORRISONS"
"2317","Cashier/Admin Manager (Current Employee) - Edinburgh - 12 March 2020","Working for Morrisons has been a challenge especially with the ever changing pace of working in retail.  Due to constant restructuring it is not a secure or stable position","None","Anything and everything you can think of","MORRISONS"
"2318","operador (Former Employee) - winsford - 1 June 2020",NA,"money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2319","Night Colleague (Former Employee) - Openshaw - 29 May 2020","Uma empresa que ajuda os funcionários a todos os níveis e tudo o eles precisam.","Positive and rewarding company","None","MORRISONS"
"2320","Operátor (Former Employee) - Deeside - 28 May 2020",NA,"Non","Customers, some colleagues, management","MORRISONS"
"2321","Customer Assistant (Former Employee) - Verwood, Dorset - 28 May 2020","Awful","very early starts","short days","MORRISONS"
"2322","Customer Assistant - Counters (Former Employee) - Milton Keynes, Buckinghamshire - 26 May 2020","Bully culture","None","Anything and everything you can think of","MORRISONS"
"2323","Customer Service Assistant (Former Employee) - Alloa, Clackmannanshire - 25 May 2020","Lazy People","money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2324","Warehouse Operative (Former Employee) - Burton Latimer, Northamptonshire - 22 May 2020","Management at all levels have no clue what they are doing","Positive and rewarding company","None","MORRISONS"
"2325","Checkout Operator (Former Employee) - Barnsley, South Yorkshire - 14 May 2020",NA,"Non","Customers, some colleagues, management","MORRISONS"
"2326","HR Manager (Former Employee) - Leicester, Leicestershire - 13 May 2020","I worked at openshaw, if I told you on here what went on you wouldn't believe it anyway","very early starts","short days","MORRISONS"
"2327","Sales Assistant (Current Employee) - Mansfield, Nottinghamshire - 9 May 2020",NA,"None","Anything and everything you can think of","MORRISONS"
"2328","Cash Office Assistant (Former Employee) - Ince-in-Makerfield - 9 May 2020","None","money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2329","Team Manager (Former Employee) - Milton Keynes, Buckinghamshire - 6 May 2020","Anything and everything you can think of","Positive and rewarding company","None","MORRISONS"
"2330","Warehouse Operative (Former Employee) - Northampton, Northamptonshire - 4 May 2020","A cég egy biztos pont a környéken, mint munkaadó, de a bérezés csak a minimum szintet üti meg.","Non","Customers, some colleagues, management","MORRISONS"
"2331","Customer Assistant (Current Employee) - Ipswich, Suffolk - 3 May 2020",NA,"very early starts","short days","MORRISONS"
"2332","QC Inspector(former) (Former Employee) - Gadbrook 2 - 1 May 2020","I worked with the company for 4 years, they kept me on whilst at university. worked stock, ffpp and checkouts. management often looked down on workers.","None","Anything and everything you can think of","MORRISONS"
"2333","gimp (Former Employee) - Northwich, Cheshire - 30 April 2020",NA,"money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2334","Supervisor/Team Leader (Former Employee) - Bromley, Greater London - 29 April 2020","money at the endo f the day","Positive and rewarding company","None","MORRISONS"
"2335","Team Leader and Customer Service adviser (Current Employee) - Carmarthen - 28 April 2020","Long shifts sat at the tills","Non","Customers, some colleagues, management","MORRISONS"
"2336","Warehouse Operative (Former Employee) - Northampton - 25 April 2020","The line manager has been very efficient in supporting and motivating his team,","very early starts","short days","MORRISONS"
"2337","Trading Manager - Governance and Process (Former Employee) - Head Office Bradford - 25 April 2020","The hygiene high standards are constantly meet","None","Anything and everything you can think of","MORRISONS"
"2338","Cashier/Admin Manager (Current Employee) - Edinburgh - 12 March 2020","Lovely team and good pay rate","money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2339","operador (Former Employee) - winsford - 1 June 2020",NA,"Positive and rewarding company","None","MORRISONS"
"2340","Night Colleague (Former Employee) - Openshaw - 29 May 2020","Positive and rewarding company","Non","Customers, some colleagues, management","MORRISONS"
"2341","Operátor (Former Employee) - Deeside - 28 May 2020","None","very early starts","short days","MORRISONS"
"2342","Customer Assistant (Former Employee) - Verwood, Dorset - 28 May 2020","Morrisons is a really good place to work as all the staff are really good a welcoming you into the company and it is really good paid for the workplace.","None","Anything and everything you can think of","MORRISONS"
"2343","Customer Assistant - Counters (Former Employee) - Milton Keynes, Buckinghamshire - 26 May 2020",NA,"money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2344","Customer Service Assistant (Former Employee) - Alloa, Clackmannanshire - 25 May 2020","very poor management.","Positive and rewarding company","None","MORRISONS"
"2345","Warehouse Operative (Former Employee) - Burton Latimer, Northamptonshire - 22 May 2020","to many favourites.","Non","Customers, some colleagues, management","MORRISONS"
"2346","Checkout Operator (Former Employee) - Barnsley, South Yorkshire - 14 May 2020","no respect.","very early starts","short days","MORRISONS"
"2347","HR Manager (Former Employee) - Leicester, Leicestershire - 13 May 2020","not helpful.","None","Anything and everything you can think of","MORRISONS"
"2348","Sales Assistant (Current Employee) - Mansfield, Nottinghamshire - 9 May 2020","racist.","money at the endo f the day","Long shifts sat at the tills","MORRISONS"
"2349","Cash Office Assistant (Former Employee) - Ince-in-Makerfield - 9 May 2020","not consistent with management policies.","Positive and rewarding company","None","MORRISONS"
"2350","Team Manager (Former Employee) - Milton Keynes, Buckinghamshire - 6 May 2020","bully boy tactics.","Non","Customers, some colleagues, management","MORRISONS"
"2351","Warehouse Operative (Former Employee) - Northampton, Northamptonshire - 4 May 2020","show no passion to the colleagues","very early starts","short days","MORRISONS"
